# GRATTEN GA1102CAL DIGITAL STORAGE OSCILLOSCOPE
# Channel: CH1
# Coupling: DC
# Probe: 1X
# Demo examen de titulacion CFT Paillaco · Snocomm
# T20 CSV nuevo: mismo punto tras ajustar Ilim, 24.0 V.
Time,CH1
-0.030500,24.011136
-0.030000,24.030427
-0.029500,24.007956
-0.029000,24.031764
-0.028500,24.004188
-0.028000,24.005908
-0.027500,24.006950
-0.027000,24.001010
-0.026500,24.003537
-0.026000,23.985261
-0.025500,23.992700
-0.025000,23.979947
-0.024500,23.987647
-0.024000,24.005562
-0.023500,24.001572
-0.023000,23.989473
-0.022500,23.980329
-0.022000,23.982833
-0.021500,24.002729
-0.021000,24.035270
-0.020500,23.986670
-0.020000,24.026529
-0.019500,24.012493
-0.019000,24.026543
-0.018500,24.047925
-0.018000,24.036681
-0.017500,24.051168
-0.017000,24.052439
-0.016500,24.042435
-0.016000,24.057404
-0.015500,24.065033
-0.015000,24.046960
-0.014500,24.060751
-0.014000,24.059459
-0.013500,24.049545
-0.013000,24.032522
-0.012500,24.042041
-0.012000,24.049441
-0.011500,24.040569
-0.011000,24.020608
-0.010500,24.036869
-0.010000,24.034260
-0.009500,24.012203
-0.009000,24.011125
-0.008500,24.014343
-0.008000,24.005403
-0.007500,23.988986
-0.007000,24.002369
-0.006500,24.023734
-0.006000,23.980654
-0.005500,23.986987
-0.005000,23.990014
-0.004500,23.994712
-0.004000,23.991986
-0.003500,23.987353
-0.003000,24.001468
-0.002500,24.003877
-0.002000,23.994760
-0.001500,24.009404
-0.001000,23.999458
-0.000500,24.017125
0.000000,24.017460
0.000500,24.032652
0.001000,24.029882
0.001500,24.031610
0.002000,24.037643
0.002500,24.039861
0.003000,24.063916
0.003500,24.045593
0.004000,24.039381
0.004500,24.042696
0.005000,24.044674
0.005500,24.045990
0.006000,24.053313
0.006500,24.041499
0.007000,24.044668
0.007500,24.040659
0.008000,24.039354
0.008500,24.025644
0.009000,24.022287
0.009500,24.026177
0.010000,24.009099
0.010500,24.026357
0.011000,23.984810
0.011500,24.014025
0.012000,24.001481
0.012500,23.985890
0.013000,23.991339
0.013500,23.981859
0.014000,23.997455
0.014500,24.006202
0.015000,23.993982
0.015500,23.997764
0.016000,24.001898
0.016500,24.006236
0.017000,24.007277
0.017500,24.019736
0.018000,24.009935
0.018500,24.007137
0.019000,24.018653
0.019500,24.025049
0.020000,24.016706
0.020500,24.031458
0.021000,24.034015
0.021500,24.030465
0.022000,24.038996
0.022500,24.048463
0.023000,24.048407
0.023500,24.054991
0.024000,24.053361
0.024500,24.052628
0.025000,24.037230
0.025500,24.049995
0.026000,24.042089
0.026500,24.050448
0.027000,24.055676
0.027500,24.061903
0.028000,24.045838
0.028500,24.029117
0.029000,24.025627
0.029500,24.010384
0.030000,24.033766
0.030500,24.013088
0.031000,23.999102
0.031500,24.011806
0.032000,24.005501
0.032500,24.003966
0.033000,24.004235
0.033500,23.998513
0.034000,23.971232
0.034500,23.989829
0.035000,23.992045
0.035500,23.990576
0.036000,23.992386
0.036500,23.988022
0.037000,23.978052
0.037500,23.987206
0.038000,23.992841
0.038500,23.999273
0.039000,24.018109
0.039500,24.009828
0.040000,24.014840
0.040500,24.032390
0.041000,24.031841
0.041500,24.036395
0.042000,24.046501
0.042500,24.037908
0.043000,24.049587
0.043500,24.051522
0.044000,24.043432
0.044500,24.052701
0.045000,24.043881
0.045500,24.055757
0.046000,24.059409
0.046500,24.030794
0.047000,24.038695
0.047500,24.015584
0.048000,24.041081
0.048500,24.038288
0.049000,24.044166
0.049500,24.026258
0.050000,24.022520
0.050500,24.008044
0.051000,24.005872
0.051500,24.002224
0.052000,24.005060
0.052500,24.008262
0.053000,23.993195
0.053500,23.987767
0.054000,23.986012
0.054500,23.991404
0.055000,23.994869
0.055500,23.991111
0.056000,24.007916
0.056500,23.987713
0.057000,24.001828
0.057500,23.997508
0.058000,23.996580
0.058500,24.002201
0.059000,24.019370
0.059500,23.997953
0.060000,24.016611
0.060500,24.029576
0.061000,24.017116
0.061500,24.036722
0.062000,24.046779
0.062500,24.045181
0.063000,24.042779
0.063500,24.040896
0.064000,24.035363
0.064500,24.055208
0.065000,24.041324
0.065500,24.037507
0.066000,24.044503
0.066500,24.049028
0.067000,24.051146
0.067500,24.046799
0.068000,24.058642
0.068500,24.032451
0.069000,24.010089
0.069500,24.031151
0.070000,24.025235
0.070500,24.018054
0.071000,24.014112
0.071500,24.019353
0.072000,24.005576
0.072500,24.004328
0.073000,23.989925
0.073500,23.996352
0.074000,23.982148
0.074500,24.007144
0.075000,23.958317
0.075500,23.990068
0.076000,23.980304
0.076500,23.997959
0.077000,23.985956
0.077500,24.000173
0.078000,24.004076
0.078500,24.022502
0.079000,24.012851
0.079500,23.994746
0.080000,24.038443
0.080500,24.005409
0.081000,24.046763
0.081500,24.021003
0.082000,24.052113
0.082500,24.039327
0.083000,24.042199
0.083500,24.038164
0.084000,24.046135
0.084500,24.045804
0.085000,24.048400
0.085500,24.038213
0.086000,24.055317
0.086500,24.033953
0.087000,24.027493
0.087500,24.028632
0.088000,24.030576
0.088500,24.042939
0.089000,24.033915
0.089500,24.017147
0.090000,24.010270
0.090500,24.030157
0.091000,24.014029
0.091500,23.991535
0.092000,23.996037
0.092500,24.001524
0.093000,23.990547
0.093500,23.996723
0.094000,23.972995
0.094500,23.995881
0.095000,23.986948
0.095500,23.999595
0.096000,23.981509
0.096500,23.984903
0.097000,24.009637
0.097500,23.992631
0.098000,23.996725
0.098500,23.991292
0.099000,24.004497
0.099500,24.021143
