# Campana de corriente de alimentador (sintetica 50 Hz).
# No es captura 3P+N del Gratten (2 canales). Plantilla T02. In diseno 63 A.
# Ia ~ 50 A RMS: hay reserva, el prediseño pide revision de margen.
Time,Ia
0.009531,10.518346
0.009609,8.689573
0.009687,7.192142
0.009766,5.098319
0.009844,3.587002
0.009922,1.897909
0.010000,-0.030897
0.010078,-1.750960
0.010156,-3.453024
0.010234,-5.210119
0.010313,-6.864977
0.010391,-8.564934
0.010469,-10.583334
0.010547,-11.755871
0.010625,-13.749051
0.010703,-15.438666
0.010781,-16.929627
0.010859,-18.815406
0.010937,-20.691158
0.011016,-22.226195
0.011094,-23.653364
0.011172,-25.243476
0.011250,-27.044180
0.011328,-28.878122
0.011406,-29.849349
0.011484,-32.032999
0.011562,-33.531858
0.011641,-35.166377
0.011719,-36.168454
0.011797,-37.772619
0.011875,-39.350228
0.011953,-40.572878
0.012031,-42.397116
0.012109,-43.447467
0.012188,-44.907574
0.012266,-46.294981
0.012344,-47.459689
0.012422,-48.952600
0.012500,-50.086285
0.012578,-51.125669
0.012656,-52.456228
0.012734,-53.378728
0.012812,-54.437468
0.012891,-55.538490
0.012969,-56.762810
0.013047,-57.716650
0.013125,-58.687903
0.013203,-59.829635
0.013281,-60.646737
0.013359,-61.205764
0.013437,-62.202732
0.013516,-63.406732
0.013594,-64.177826
0.013672,-64.765153
0.013750,-65.068667
0.013828,-66.118780
0.013906,-66.542950
0.013984,-66.951475
0.014063,-67.530797
0.014141,-68.130294
0.014219,-68.254132
0.014297,-68.866852
0.014375,-69.442899
0.014453,-69.668602
0.014531,-69.864945
0.014609,-70.129401
0.014687,-70.475091
0.014766,-70.398803
0.014844,-70.689421
0.014922,-70.782523
0.015000,-70.828184
0.015078,-70.740694
0.015156,-70.685762
0.015234,-70.848167
0.015312,-70.224089
0.015391,-70.152164
0.015469,-69.994468
0.015547,-69.573974
0.015625,-69.231924
0.015703,-69.088793
0.015781,-68.746765
0.015859,-68.304451
0.015938,-67.531182
0.016016,-67.232427
0.016094,-66.455211
0.016172,-65.954024
0.016250,-65.233019
0.016328,-64.634993
0.016406,-63.966262
0.016484,-63.142281
0.016563,-62.456247
0.016641,-61.228678
0.016719,-60.657283
0.016797,-59.668688
0.016875,-58.728586
0.016953,-57.689300
0.017031,-57.043044
0.017109,-55.632442
0.017188,-54.519048
0.017266,-53.476207
0.017344,-52.450474
0.017422,-51.229731
0.017500,-50.035427
0.017578,-48.950053
0.017656,-47.493377
0.017734,-45.982749
0.017812,-45.012346
0.017891,-43.598091
0.017969,-42.315028
0.018047,-40.628853
0.018125,-39.370707
0.018203,-37.903633
0.018281,-36.348252
0.018359,-35.010308
0.018437,-33.312744
0.018516,-31.556523
0.018594,-30.234714
0.018672,-28.752974
0.018750,-27.030678
0.018828,-25.519579
0.018906,-23.497682
0.018984,-22.121953
0.019062,-20.608213
0.019141,-19.075848
0.019219,-17.183495
0.019297,-15.435580
0.019375,-13.854675
0.019453,-11.911176
0.019531,-10.621862
0.019609,-8.337249
0.019688,-6.990315
0.019766,-5.293301
0.019844,-3.328158
0.019922,-1.814554
0.020000,0.204421
0.020078,1.906590
0.020156,3.448121
0.020234,5.122141
0.020313,6.812929
0.020391,8.839222
0.020469,10.253289
0.020547,11.823806
0.020625,13.803048
0.020703,15.443683
0.020781,17.023997
0.020859,18.871760
0.020938,20.442538
0.021016,22.259942
0.021094,23.767285
0.021172,25.491630
0.021250,27.007197
0.021328,28.752988
0.021406,30.205041
0.021484,31.972279
0.021562,33.087192
0.021641,34.694795
0.021719,36.507405
0.021797,38.028650
0.021875,39.284076
0.021953,40.563429
0.022031,42.105607
0.022109,43.474639
0.022187,44.836223
0.022266,46.162988
0.022344,47.421620
0.022422,48.768109
0.022500,50.014966
0.022578,51.247572
0.022656,52.363254
0.022734,53.613089
0.022812,54.599365
0.022891,55.867046
0.022969,56.762238
0.023047,57.683284
0.023125,58.877960
0.023203,59.390832
0.023281,60.747867
0.023359,61.685732
0.023438,62.478560
0.023516,63.263650
0.023594,63.765450
0.023672,64.925360
0.023750,65.341098
0.023828,65.946379
0.023906,66.571903
0.023984,67.020570
0.024063,67.564682
0.024141,68.142470
0.024219,68.450585
0.024297,69.164372
0.024375,69.362282
0.024453,69.539246
0.024531,70.017005
0.024609,70.190535
0.024688,70.368694
0.024766,70.534988
0.024844,70.914827
0.024922,70.951312
0.025000,70.894884
0.025078,70.478767
0.025156,70.649146
0.025234,70.530758
0.025313,70.186428
0.025391,69.988881
0.025469,69.795669
0.025547,69.662811
0.025625,69.295515
0.025703,69.209637
0.025781,68.422359
0.025859,68.251503
0.025937,67.451781
0.026016,67.256191
0.026094,66.403861
0.026172,66.014016
0.026250,65.173546
0.026328,64.504992
0.026406,64.071646
0.026484,63.003632
0.026562,62.348631
0.026641,61.402324
0.026719,60.767386
0.026797,59.803274
0.026875,58.643261
0.026953,57.980115
0.027031,56.765503
0.027109,55.697973
0.027187,54.695542
0.027266,53.644288
0.027344,52.383685
0.027422,51.135847
0.027500,50.156351
0.027578,48.782198
0.027656,47.386161
0.027734,46.124932
0.027813,44.891425
0.027891,43.404795
0.027969,41.919579
0.028047,40.704033
0.028125,39.082928
0.028203,37.590986
0.028281,36.582392
0.028359,35.049356
0.028438,33.141628
0.028516,31.791765
0.028594,30.487070
0.028672,28.728789
0.028750,26.890936
0.028828,25.402228
0.028906,24.063239
0.028984,22.124990
0.029063,20.370934
0.029141,18.508274
0.029219,17.046893
0.029297,15.555957
0.029375,13.969888
0.029453,12.143558
0.029531,10.484231
0.029609,8.885175
0.029687,6.967302
0.029766,5.140585
0.029844,3.607489
0.029922,1.615362
0.030000,0.150718
0.030078,-1.545415
0.030156,-3.322424
0.030234,-5.209376
0.030312,-6.868767
0.030391,-8.797689
0.030469,-10.116634
0.030547,-12.139472
0.030625,-13.873435
0.030703,-15.390663
0.030781,-17.482001
0.030859,-19.014929
0.030937,-20.654439
0.031016,-22.271096
0.031094,-23.619862
0.031172,-25.422843
0.031250,-27.142974
0.031328,-28.695018
0.031406,-30.360659
0.031484,-31.869307
0.031563,-33.322846
0.031641,-34.759484
0.031719,-36.581427
0.031797,-38.090330
0.031875,-39.182459
0.031953,-40.849950
0.032031,-42.206043
0.032109,-43.419178
0.032188,-45.058716
0.032266,-46.212186
0.032344,-47.480402
0.032422,-48.684486
0.032500,-50.172996
0.032578,-51.250664
0.032656,-52.457597
0.032734,-53.387879
0.032813,-54.686007
0.032891,-55.578831
0.032969,-56.922622
0.033047,-57.616126
0.033125,-58.785093
0.033203,-59.812617
0.033281,-60.637103
0.033359,-61.441988
0.033438,-62.264065
0.033516,-63.121448
0.033594,-63.471895
0.033672,-64.802846
0.033750,-65.335126
0.033828,-66.109108
0.033906,-66.449569
0.033984,-67.291168
0.034063,-67.558710
0.034141,-67.986201
0.034219,-68.626527
0.034297,-68.972258
0.034375,-69.208525
0.034453,-69.899175
0.034531,-69.810456
0.034609,-70.265308
0.034688,-70.565565
0.034766,-70.655450
0.034844,-70.174803
0.034922,-70.581973
0.035000,-70.762795
0.035078,-70.566556
0.035156,-70.742500
0.035234,-70.653042
0.035312,-70.138560
0.035391,-70.343657
0.035469,-70.132992
0.035547,-69.730588
0.035625,-69.137727
0.035703,-69.302884
0.035781,-68.427111
0.035859,-68.306557
0.035937,-67.839233
0.036016,-67.327219
0.036094,-66.597913
0.036172,-65.803593
0.036250,-65.525368
0.036328,-64.792775
0.036406,-63.844884
0.036484,-63.185011
0.036562,-62.180239
0.036641,-61.514912
0.036719,-60.735767
0.036797,-59.831906
0.036875,-58.819751
0.036953,-57.729910
0.037031,-56.934522
0.037109,-55.628277
0.037187,-54.674713
0.037266,-53.480613
0.037344,-52.154364
0.037422,-51.423064
0.037500,-49.835918
0.037578,-48.936706
0.037656,-47.412938
0.037734,-46.157248
0.037812,-44.708435
0.037891,-43.594327
0.037969,-42.214639
0.038047,-40.677600
0.038125,-39.031825
0.038203,-37.825273
0.038281,-36.322015
0.038359,-34.964323
0.038437,-33.467661
0.038516,-31.747014
0.038594,-30.216689
0.038672,-28.573315
0.038750,-27.037348
0.038828,-25.463042
0.038906,-23.806560
0.038984,-22.099021
0.039062,-20.576660
0.039141,-18.995994
0.039219,-16.937024
0.039297,-15.495301
0.039375,-13.934811
0.039453,-12.218293
0.039531,-10.355332
0.039609,-8.473818
0.039688,-7.087001
0.039766,-5.407781
0.039844,-3.270122
0.039922,-1.723962
