# GRATTEN GA1102CAL DIGITAL STORAGE OSCILLOSCOPE
# Channel: CH1
# Coupling: DC
# Probe: 1X
# Demo examen de titulacion CFT Paillaco · Snocomm
# Caida de bus ~21.4 V. Plantilla T01. Esperado: ATENCION.
Time,CH1
0.053000,21.488650
0.053500,21.416006
0.054000,21.422448
0.054500,21.372751
0.055000,21.337958
0.055500,21.287985
0.056000,21.295166
0.056500,21.308119
0.057000,21.344550
0.057500,21.353823
0.058000,21.369882
0.058500,21.453066
0.059000,21.432669
0.059500,21.484213
0.060000,21.502525
0.060500,21.526313
0.061000,21.465798
0.061500,21.486974
0.062000,21.439411
0.062500,21.418300
0.063000,21.372423
0.063500,21.315835
0.064000,21.346988
0.064500,21.276222
0.065000,21.347958
0.065500,21.329635
0.066000,21.412308
0.066500,21.399454
0.067000,21.424166
0.067500,21.487434
0.068000,21.462877
0.068500,21.492433
0.069000,21.431275
0.069500,21.443418
0.070000,21.421888
0.070500,21.451126
0.071000,21.346785
0.071500,21.347921
0.072000,21.341985
0.072500,21.317943
0.073000,21.273324
0.073500,21.331168
0.074000,21.308155
0.074500,21.407657
0.075000,21.364216
0.075500,21.428744
0.076000,21.409305
0.076500,21.514877
0.077000,21.492011
0.077500,21.476122
0.078000,21.433433
0.078500,21.406335
0.079000,21.402242
0.079500,21.395381
0.080000,21.384657
0.080500,21.285340
0.081000,21.310868
0.081500,21.318391
0.082000,21.371830
0.082500,21.350276
0.083000,21.366864
0.083500,21.429663
0.084000,21.459220
0.084500,21.444277
0.085000,21.473609
0.085500,21.476773
0.086000,21.504719
0.086500,21.487612
0.087000,21.428251
0.087500,21.409708
0.088000,21.373907
0.088500,21.388588
0.089000,21.331428
0.089500,21.338778
0.090000,21.354157
0.090500,21.312704
0.091000,21.344220
0.091500,21.341877
0.092000,21.405375
0.092500,21.455209
0.093000,21.463797
0.093500,21.476158
0.094000,21.496174
0.094500,21.465520
0.095000,21.524270
0.095500,21.428269
0.096000,21.421200
0.096500,21.326903
0.097000,21.329852
0.097500,21.320930
0.098000,21.353028
0.098500,21.369142
0.099000,21.330403
0.099500,21.341669
