# GRATTEN GA1102CAL DIGITAL STORAGE OSCILLOSCOPE
# Channel: CH1
# Coupling: DC
# Probe: 1X
# Demo examen de titulacion CFT Paillaco · Snocomm
# T20 CSV anterior: Ilim corta, 23.2 V. Parear con demo_05.
Time,CH1
-0.013500,23.551297
-0.013000,23.389480
-0.012500,23.107168
-0.012000,22.948544
-0.011500,22.780512
-0.011000,22.699561
-0.010500,22.619027
-0.010000,22.645532
-0.009500,22.776888
-0.009000,22.900272
-0.008500,23.020842
-0.008000,23.305689
-0.007500,23.485996
-0.007000,23.605648
-0.006500,23.687906
-0.006000,23.752257
-0.005500,23.657109
-0.005000,23.480333
-0.004500,23.319868
-0.004000,23.110072
-0.003500,22.942561
-0.003000,22.674996
-0.002500,22.622122
-0.002000,22.530870
-0.001500,22.640067
-0.001000,22.763770
-0.000500,22.999113
0.000000,23.168779
0.000500,23.322792
0.001000,23.514372
0.001500,23.694471
0.002000,23.743716
0.002500,23.748788
0.003000,23.536629
0.003500,23.352037
0.004000,23.214478
0.004500,23.027080
0.005000,22.817686
0.005500,22.700247
0.006000,22.585233
0.006500,22.619066
0.007000,22.668827
0.007500,22.830568
0.008000,23.002368
0.008500,23.152852
0.009000,23.407223
0.009500,23.585235
0.010000,23.570555
0.010500,23.704706
0.011000,23.656407
0.011500,23.552461
0.012000,23.377049
0.012500,23.083739
0.013000,22.940854
0.013500,22.797005
0.014000,22.615082
0.014500,22.661599
0.015000,22.589058
0.015500,22.688560
0.016000,22.891973
0.016500,23.101279
0.017000,23.293332
0.017500,23.490008
0.018000,23.579318
0.018500,23.730168
0.019000,23.747840
0.019500,23.624953
0.020000,23.457934
0.020500,23.321964
0.021000,23.156730
0.021500,22.880299
0.022000,22.738132
0.022500,22.602514
0.023000,22.564889
0.023500,22.687095
0.024000,22.740150
0.024500,22.947906
0.025000,23.212870
0.025500,23.381231
0.026000,23.531694
0.026500,23.710477
0.027000,23.719287
0.027500,23.681983
0.028000,23.558306
0.028500,23.358824
0.029000,23.275667
0.029500,22.969595
0.030000,22.815769
0.030500,22.677295
0.031000,22.564320
0.031500,22.669271
0.032000,22.729369
0.032500,22.796978
0.033000,22.980517
0.033500,23.232656
0.034000,23.365327
0.034500,23.567889
0.035000,23.732604
0.035500,23.676798
0.036000,23.606039
0.036500,23.509305
0.037000,23.317006
0.037500,23.118820
0.038000,22.894651
0.038500,22.803714
0.039000,22.573775
0.039500,22.582178
0.040000,22.677413
0.040500,22.710138
0.041000,22.875041
0.041500,23.022388
0.042000,23.266727
0.042500,23.458767
0.043000,23.685667
0.043500,23.703449
0.044000,23.703235
0.044500,23.602312
0.045000,23.459263
0.045500,23.293930
0.046000,23.024871
0.046500,22.889286
0.047000,22.685888
0.047500,22.544922
0.048000,22.571411
0.048500,22.657789
0.049000,22.746740
0.049500,22.994675
0.050000,23.119709
0.050500,23.400356
0.051000,23.571066
0.051500,23.589699
0.052000,23.713370
0.052500,23.671479
0.053000,23.550271
0.053500,23.410236
0.054000,23.254489
0.054500,23.038538
0.055000,22.810583
0.055500,22.653079
0.056000,22.671510
0.056500,22.592058
0.057000,22.692415
0.057500,22.819554
0.058000,23.050163
0.058500,23.214002
0.059000,23.436268
0.059500,23.556417
0.060000,23.597856
0.060500,23.633496
0.061000,23.639861
0.061500,23.518850
0.062000,23.326980
0.062500,23.145797
0.063000,22.984963
0.063500,22.749167
0.064000,22.684326
0.064500,22.600215
0.065000,22.660084
0.065500,22.716612
0.066000,22.920048
0.066500,23.032318
0.067000,23.303846
0.067500,23.417695
0.068000,23.668855
0.068500,23.686781
0.069000,23.657734
0.069500,23.606582
0.070000,23.490825
0.070500,23.326915
0.071000,23.102058
0.071500,22.907416
0.072000,22.724163
0.072500,22.595480
0.073000,22.604904
0.073500,22.647264
0.074000,22.765802
0.074500,22.887700
0.075000,23.177423
0.075500,23.371263
0.076000,23.546817
0.076500,23.596362
0.077000,23.709873
0.077500,23.654950
0.078000,23.505375
0.078500,23.406506
0.079000,23.229882
0.079500,22.957420
0.080000,22.841992
0.080500,22.691889
0.081000,22.629040
0.081500,22.543778
0.082000,22.607243
0.082500,22.762007
0.083000,22.977364
0.083500,23.180178
0.084000,23.328081
0.084500,23.596598
0.085000,23.634256
0.085500,23.715713
0.086000,23.648761
0.086500,23.545371
0.087000,23.284227
0.087500,23.163382
0.088000,22.986977
0.088500,22.816202
0.089000,22.661418
0.089500,22.601912
0.090000,22.658802
0.090500,22.638808
0.091000,22.941151
0.091500,23.092890
0.092000,23.212437
0.092500,23.439609
0.093000,23.629194
0.093500,23.637529
0.094000,23.680976
0.094500,23.570076
0.095000,23.469874
0.095500,23.334934
0.096000,23.079138
0.096500,22.860169
0.097000,22.681340
0.097500,22.621500
0.098000,22.630505
0.098500,22.676541
0.099000,22.736282
0.099500,22.918473
