# GRATTEN GA1102CAL DIGITAL STORAGE OSCILLOSCOPE
# Channel: CH1
# Coupling: DC
# Probe: 1X
# Demo examen de titulacion CFT Paillaco · Snocomm
# Bus 24 V con rizado 120 Hz. Plantilla T01. ripple_max 2 %.
Time,CH1
-0.011500,23.225170
-0.011000,22.961613
-0.010500,22.840055
-0.010000,22.905442
-0.009500,23.109465
-0.009000,23.442728
-0.008500,23.842075
-0.008000,24.304658
-0.007500,24.674756
-0.007000,24.971633
-0.006500,25.139689
-0.006000,25.130902
-0.005500,24.971883
-0.005000,24.685116
-0.004500,24.290335
-0.004000,23.829515
-0.003500,23.409066
-0.003000,23.156207
-0.002500,22.936463
-0.002000,22.853755
-0.001500,22.948084
-0.001000,23.205660
-0.000500,23.521830
0.000000,23.980360
0.000500,24.438635
0.001000,24.807425
0.001500,25.062511
0.002000,25.160399
0.002500,25.101330
0.003000,24.901285
0.003500,24.554761
0.004000,24.137202
0.004500,23.709006
0.005000,23.313224
0.005500,23.018591
0.006000,22.841516
0.006500,22.876240
0.007000,23.015309
0.007500,23.311905
0.008000,23.705427
0.008500,24.130498
0.009000,24.596756
0.009500,24.870679
0.010000,25.064840
0.010500,25.120071
0.011000,25.052480
0.011500,24.780713
0.012000,24.390011
0.012500,24.023838
0.013000,23.567482
0.013500,23.219496
0.014000,22.951624
0.014500,22.837429
0.015000,22.904136
0.015500,23.102879
0.016000,23.466517
0.016500,23.861444
0.017000,24.293595
0.017500,24.673129
0.018000,24.966730
0.018500,25.143742
0.019000,25.110864
0.019500,24.985287
0.020000,24.657917
0.020500,24.302396
0.021000,23.849707
0.021500,23.425456
0.022000,23.126029
0.022500,22.860944
0.023000,22.829928
0.023500,22.948245
0.024000,23.246606
0.024500,23.591651
0.025000,23.990138
0.025500,24.421920
0.026000,24.810430
0.026500,25.046533
0.027000,25.136759
0.027500,25.108108
0.028000,24.891693
0.028500,24.543762
0.029000,24.141825
0.029500,23.722483
0.030000,23.265858
0.030500,23.005930
0.031000,22.894267
0.031500,22.883218
0.032000,23.014759
0.032500,23.364538
0.033000,23.719966
0.033500,24.162655
0.034000,24.531596
0.034500,24.849031
0.035000,25.077833
0.035500,25.147540
0.036000,25.007165
0.036500,24.787436
0.037000,24.463086
0.037500,24.005063
0.038000,23.564189
0.038500,23.187845
0.039000,22.950289
0.039500,22.828781
0.040000,22.923150
0.040500,23.088874
0.041000,23.461749
0.041500,23.863248
0.042000,24.310820
0.042500,24.667436
0.043000,24.970366
0.043500,25.113926
0.044000,25.110562
0.044500,24.958222
0.045000,24.665401
0.045500,24.296009
0.046000,23.875155
0.046500,23.453917
0.047000,23.151634
0.047500,22.888193
0.048000,22.871777
0.048500,22.979353
0.049000,23.165358
0.049500,23.576563
0.050000,23.984010
0.050500,24.439556
0.051000,24.756375
0.051500,25.035387
0.052000,25.191127
0.052500,25.073280
0.053000,24.881686
0.053500,24.588904
0.054000,24.118413
0.054500,23.717034
0.055000,23.301193
0.055500,23.056390
0.056000,22.853967
0.056500,22.900003
0.057000,23.001992
0.057500,23.361342
0.058000,23.726554
0.058500,24.175204
0.059000,24.587789
0.059500,24.926904
0.060000,25.053884
0.060500,25.160138
0.061000,25.062905
0.061500,24.788881
0.062000,24.445029
0.062500,23.978139
0.063000,23.554157
0.063500,23.222865
0.064000,22.942839
0.064500,22.815597
0.065000,22.925872
0.065500,23.110879
0.066000,23.480642
0.066500,23.861262
0.067000,24.295601
0.067500,24.690115
0.068000,24.975173
0.068500,25.109049
0.069000,25.166345
0.069500,24.925236
0.070000,24.654633
0.070500,24.274847
0.071000,23.864022
0.071500,23.445625
0.072000,23.107962
0.072500,22.919460
0.073000,22.867001
0.073500,22.963859
0.074000,23.257180
0.074500,23.591913
0.075000,24.018418
0.075500,24.416835
0.076000,24.811798
0.076500,25.063839
0.077000,25.176206
0.077500,25.104005
0.078000,24.928877
0.078500,24.568329
0.079000,24.174811
0.079500,23.676207
0.080000,23.332997
0.080500,22.997948
0.081000,22.845264
0.081500,22.863735
0.082000,23.031046
0.082500,23.340335
0.083000,23.719421
0.083500,24.171307
0.084000,24.572840
0.084500,24.890921
0.085000,25.065387
0.085500,25.150470
0.086000,25.068790
0.086500,24.788031
0.087000,24.390276
0.087500,23.987750
0.088000,23.625960
0.088500,23.252097
0.089000,22.964937
0.089500,22.854850
0.090000,22.899770
0.090500,23.145079
0.091000,23.457629
0.091500,23.856354
0.092000,24.264814
0.092500,24.676387
0.093000,24.956870
0.093500,25.105529
0.094000,25.112819
0.094500,24.968540
0.095000,24.647872
0.095500,24.294113
0.096000,23.858922
0.096500,23.449584
0.097000,23.076333
0.097500,22.908190
0.098000,22.841040
0.098500,22.955831
0.099000,23.234137
0.099500,23.569176
